,Team,Efficiency: (Wins/avg_Time),base_total,hp,speed,attack,defense,sp_attack,sp_defense,Wins,Avg Time Win,SD Time Win,Avg Time Loss,SD Time Loss,Losses to Lorelei,Losses to Bruno,Losses to Agatha,Losses to Lance,Nemesis,Nemesis Losses
685,"['kadabra', 'cloyster', 'zapdos', 'alakazam', 'paras', 'pidgey']",0.0381679389312977,282.0,76.0,40.0,41.0,42.0,41.0,42.0,1,26.2,0.0,14.76,5.92,59,13,26,1,lapras,44
311,"['gloom', 'poliwag', 'mewtwo', 'mankey', 'dodrio', 'omastar']",0.0378787878787878,287.0,78.0,41.0,42.0,40.0,45.0,41.0,1,26.4,0.0,14.03,5.35,51,9,37,2,lapras,47
364,"['sandslash', 'pinsir', 'fearow', 'kabuto', 'gyarados', 'pikachu']",0.0374531835205992,281.0,78.0,40.0,43.0,41.0,40.0,39.0,1,26.7,0.0,17.9,6.02,30,2,67,0,gengar,44
175,"['chansey', 'poliwrath', 'articuno', 'snorlax', 'kadabra', 'kingler']",0.03690036900369,289.0,77.0,42.0,42.0,43.0,43.0,42.0,2,54.2,1.7,32.68,10.03,13,1,82,2,gengar,52
616,"['sandslash', 'shellder', 'seaking', 'jynx', 'hitmonlee', 'alakazam']",0.03690036900369,290.0,81.0,40.0,43.0,41.0,42.0,43.0,1,27.1,0.0,16.82,6.35,45,17,34,3,draw,27
631,"['weedle', 'nidoqueen', 'moltres', 'zapdos', 'magikarp', 'exeggcute']",0.0361010830324909,287.0,76.0,44.0,41.0,39.0,45.0,42.0,1,27.7,0.0,13.64,6.71,59,11,29,0,lapras,43
423,"['beedrill', 'nidoking', 'lapras', 'arcanine', 'dugtrio', 'mankey']",0.0346020761245674,277.0,75.0,42.0,43.0,39.0,39.0,39.0,1,28.9,0.0,20.83,5.65,12,16,71,0,gengar,27
99,"['articuno', 'poliwag', 'kangaskhan', 'staryu', 'kabutops', 'beedrill']",0.0338983050847457,292.0,78.0,43.0,45.0,41.0,44.0,41.0,1,29.5,0.0,17.74,5.83,51,1,47,0,lapras,38
443,"['farfetchd', 'poliwrath', 'jynx', 'articuno', 'charmander', 'koffing']",0.0336700336700336,278.0,75.0,42.0,42.0,40.0,39.0,40.0,1,29.7,0.0,18.1,7.24,49,1,49,0,lapras,46
433,"['koffing', 'zapdos', 'eevee', 'mew', 'raticate', 'seel']",0.0332225913621262,288.0,79.0,42.0,43.0,43.0,40.0,41.0,1,30.1,0.0,18.35,5.16,20,14,65,0,gengar,40
581,"['tentacool', 'onix', 'dewgong', 'golbat', 'zapdos', 'golem']",0.033003300330033,292.0,77.0,43.0,43.0,43.0,43.0,43.0,1,30.3,0.0,26.86,10.01,45,11,41,2,lapras,41
200,"['ponyta', 'dragonite', 'venusaur', 'kingler', 'charizard', 'hitmonchan']",0.0324675324675324,282.0,77.0,42.0,40.0,41.0,41.0,41.0,1,30.8,0.0,16.82,6.93,50,5,44,0,lapras,35
723,"['ponyta', 'aerodactyl', 'fearow', 'persian', 'fearow', 'alakazam']",0.0319488817891373,283.0,76.0,41.0,42.0,42.0,42.0,40.0,1,31.3,0.0,10.35,3.71,93,3,3,0,jynx,48
795,"['blastoise', 'golem', 'cloyster', 'fearow', 'vileplume', 'aerodactyl']",0.0318471337579617,285.0,78.0,40.0,42.0,41.0,42.0,42.0,1,31.4,0.0,19.23,4.95,22,1,76,0,gengar,47
509,"['machop', 'staryu', 'hitmonchan', 'articuno', 'arbok', 'dratini']",0.0315457413249211,272.0,75.0,39.0,41.0,42.0,36.0,39.0,1,31.7,0.0,13.32,5.64,68,2,28,1,lapras,37
538,"['charmander', 'metapod', 'gyarados', 'golem', 'butterfree', 'alakazam']",0.0313479623824451,283.0,75.0,45.0,41.0,41.0,41.0,40.0,1,31.9,0.0,14.06,7.87,71,0,26,2,draw,38
389,"['aerodactyl', 'sandslash', 'wartortle', 'alakazam', 'scyther', 'aerodactyl']",0.0313479623824451,283.0,77.0,40.0,43.0,44.0,40.0,39.0,1,31.9,0.0,16.05,7.25,63,1,34,1,lapras,58
793,"['poliwag', 'vileplume', 'gyarados', 'rhydon', 'charizard', 'kangaskhan']",0.0305810397553516,288.0,77.0,42.0,43.0,43.0,41.0,42.0,1,32.7,0.0,20.24,3.66,2,1,96,0,gengar,65
809,"['starmie', 'tentacruel', 'doduo', 'poliwrath', 'mewtwo', 'porygon']",0.0305810397553516,297.0,82.0,43.0,43.0,42.0,43.0,44.0,1,32.7,0.0,20.37,6.1,72,1,26,0,lapras,38
113,"['gastly', 'venomoth', 'rhydon', 'charmeleon', 'growlithe', 'gastly']",0.0305810397553516,293.0,79.0,43.0,42.0,43.0,42.0,44.0,1,32.7,0.0,15.32,6.15,46,0,53,0,lapras,31
918,"['tentacruel', 'kangaskhan', 'ninetales', 'ninetales', 'golbat', 'vulpix']",0.0284900284900284,285.0,78.0,40.0,41.0,43.0,41.0,42.0,1,35.1,0.0,14.42,4.71,83,10,6,0,lapras,37
829,"['hitmonchan', 'slowbro', 'fearow', 'poliwhirl', 'arcanine', 'aerodactyl']",0.0277008310249307,278.0,75.0,41.0,41.0,41.0,40.0,40.0,1,36.1,0.0,22.96,8.14,53,3,43,0,lapras,51
860,"['grimer', 'arcanine', 'venonat', 'sandshrew', 'hitmonchan', 'alakazam']",0.0275482093663911,292.0,78.0,43.0,44.0,43.0,42.0,42.0,1,36.3,0.0,12.79,5.91,87,6,4,2,jynx,41
43,"['slowbro', 'sandslash', 'golem', 'poliwhirl', 'pikachu', 'venonat']",0.0273224043715847,279.0,75.0,42.0,41.0,38.0,43.0,40.0,1,36.6,0.0,21.72,6.65,59,1,38,1,jynx,35
445,"['golbat', 'primeape', 'muk', 'pikachu', 'weezing', 'mew']",0.0261096605744125,276.0,75.0,42.0,41.0,40.0,40.0,38.0,1,38.3,0.0,18.88,7.95,46,8,42,3,lapras,35
237,"['lapras', 'seaking', 'koffing', 'magnemite', 'grimer', 'zapdos']",0.0255754475703324,282.0,76.0,40.0,41.0,41.0,43.0,41.0,1,39.1,0.0,26.05,6.02,5,24,68,2,gengar,47
705,"['omanyte', 'mew', 'magneton', 'staryu', 'squirtle', 'omastar']",0.0245700245700245,290.0,78.0,43.0,43.0,42.0,42.0,42.0,1,40.7,0.0,21.51,7.39,61,7,31,0,lapras,58
209,"['kakuna', 'kabuto', 'ditto', 'arbok', 'lapras', 'lapras']",0.0237529691211401,287.0,82.0,40.0,42.0,42.0,38.0,43.0,1,42.1,0.0,26.08,8.61,49,17,31,2,lapras2,36
523,"['persian', 'dodrio', 'omastar', 'victreebel', 'pidgey', 'mewtwo']",0.0232558139534883,280.0,77.0,40.0,41.0,41.0,41.0,40.0,1,43.0,0.0,15.68,5.98,65,10,23,1,lapras,34
427,"['cloyster', 'golbat', 'aerodactyl', 'exeggcute', 'chansey', 'starmie']",0.0227790432801822,281.0,78.0,41.0,41.0,40.0,40.0,41.0,1,43.9,0.0,18.78,6.67,81,9,8,1,lapras,47
263,"['clefairy', 'omanyte', 'abra', 'venonat', 'mew', 'zapdos']",0.0208333333333333,284.0,76.0,40.0,42.0,43.0,42.0,41.0,1,48.0,0.0,34.0,13.96,51,6,39,3,lapras,45
357,"['paras', 'venonat', 'clefairy', 'magikarp', 'haunter', 'bulbasaur']",0.0197628458498023,284.0,76.0,41.0,41.0,42.0,42.0,42.0,1,50.6,0.0,14.51,6.65,80,6,11,2,jynx,34
602,"['lapras', 'poliwrath', 'persian', 'omanyte', 'slowbro', 'eevee']",0.01953125,285.0,77.0,39.0,43.0,42.0,43.0,41.0,1,51.2,0.0,31.28,6.8,16,14,69,0,gengar,44
687,"['gastly', 'jigglypuff', 'pidgey', 'jynx', 'flareon', 'exeggcute']",0.0,281.0,75.0,43.0,43.0,41.0,39.0,40.0,0,0.0,0.0,15.82,6.57,42,22,35,1,lapras,27
702,"['nidoqueen', 'jynx', 'kakuna', 'charmeleon', 'onix', 'nidoran-f']",0.0,285.0,79.0,40.0,44.0,41.0,39.0,42.0,0,0.0,0.0,8.84,4.18,92,6,2,0,slowbro,62
139,"['gloom', 'magikarp', 'pikachu', 'nidorina', 'growlithe', 'hypno']",0.0,289.0,79.0,42.0,44.0,42.0,41.0,41.0,0,0.0,0.0,9.09,2.44,96,4,0,0,jynx,33
547,"['clefable', 'poliwrath', 'ivysaur', 'gloom', 'chansey', 'rattata']",0.0,281.0,76.0,41.0,42.0,40.0,41.0,41.0,0,0.0,0.0,20.66,9.41,74,11,15,0,lapras,37
714,"['magneton', 'metapod', 'poliwrath', 'arbok', 'gyarados', 'nidoran-f']",0.0,285.0,78.0,42.0,42.0,42.0,41.0,40.0,0,0.0,0.0,21.89,6.11,21,13,66,0,gengar,44
713,"['ivysaur', 'aerodactyl', 'wartortle', 'sandshrew', 'metapod', 'starmie']",0.0,283.0,78.0,40.0,41.0,42.0,41.0,41.0,0,0.0,0.0,11.58,2.47,98,1,1,0,lapras,41
584,"['charmander', 'gyarados', 'vaporeon', 'oddish', 'pikachu', 'sandshrew']",0.0,283.0,77.0,41.0,42.0,40.0,42.0,41.0,0,0.0,0.0,14.4,4.75,58,17,25,0,lapras,48
680,"['wigglytuff', 'farfetchd', 'porygon', 'jolteon', 'kakuna', 'magnemite']",0.0,268.0,75.0,40.0,39.0,40.0,37.0,37.0,0,0.0,0.0,12.85,3.24,98,2,0,0,slowbro,34
675,"['seadra', 'seaking', 'golduck', 'ninetales', 'charmander', 'spearow']",0.0,283.0,76.0,41.0,41.0,42.0,42.0,41.0,0,0.0,0.0,13.49,3.97,100,0,0,0,jynx,58
684,"['magneton', 'nidoqueen', 'raichu', 'tangela', 'pidgey', 'charizard']",0.0,284.0,79.0,41.0,42.0,41.0,40.0,41.0,0,0.0,0.0,14.44,4.99,61,29,10,0,lapras,51
681,"['slowpoke', 'omastar', 'koffing', 'staryu', 'mew', 'seaking']",0.0,282.0,78.0,42.0,41.0,39.0,41.0,41.0,0,0.0,0.0,21.95,7.19,54,11,35,0,lapras,45
673,"['abra', 'bellsprout', 'electrode', 'ponyta', 'koffing', 'dodrio']",0.0,277.0,75.0,40.0,39.0,40.0,42.0,41.0,0,0.0,0.0,8.73,3.39,93,3,4,0,slowbro,36
682,"['farfetchd', 'chansey', 'beedrill', 'meowth', 'slowbro', 'pidgeot']",0.0,279.0,74.0,42.0,39.0,40.0,42.0,42.0,0,0.0,0.0,19.73,8.12,91,6,3,0,lapras,36
678,"['jolteon', 'omanyte', 'jigglypuff', 'slowpoke', 'nidorino', 'primeape']",0.0,289.0,77.0,41.0,43.0,43.0,43.0,42.0,0,0.0,0.0,13.19,4.47,84,13,3,0,slowbro,28
697,"['machoke', 'magikarp', 'golem', 'growlithe', 'mankey', 'rhydon']",0.0,282.0,78.0,40.0,41.0,40.0,42.0,41.0,0,0.0,0.0,8.36,4.11,87,3,10,0,lapras,55
676,"['primeape', 'staryu', 'poliwag', 'moltres', 'metapod', 'omastar']",0.0,282.0,75.0,42.0,41.0,39.0,42.0,43.0,0,0.0,0.0,12.17,4.19,94,1,5,0,lapras,70
712,"['sandshrew', 'ekans', 'venonat', 'machamp', 'kingler', 'squirtle']",0.0,285.0,81.0,41.0,41.0,40.0,40.0,42.0,0,0.0,0.0,10.89,3.51,93,0,7,0,slowbro,49
677,"['nidorino', 'zubat', 'weezing', 'geodude', 'machoke', 'nidorino']",0.0,283.0,76.0,41.0,43.0,41.0,41.0,41.0,0,0.0,0.0,9.53,4.55,92,1,7,0,slowbro,44
686,"['drowzee', 'golem', 'dratini', 'rattata', 'dratini', 'hypno']",0.0,284.0,77.0,41.0,41.0,41.0,42.0,42.0,0,0.0,0.0,8.89,2.18,97,3,0,0,jynx,46
719,"['ditto', 'growlithe', 'ninetales', 'lickitung', 'growlithe', 'pikachu']",0.0,288.0,77.0,41.0,42.0,44.0,43.0,41.0,0,0.0,0.0,15.29,5.33,100,0,0,0,slowbro,44
549,"['golbat', 'raticate', 'staryu', 'pidgey', 'seadra', 'exeggcute']",0.0,287.0,76.0,44.0,42.0,43.0,42.0,40.0,0,0.0,0.0,14.13,4.15,99,1,0,0,jynx,61
718,"['seel', 'omanyte', 'nidorina', 'weedle', 'charizard', 'cubone']",0.0,288.0,77.0,44.0,41.0,42.0,44.0,40.0,0,0.0,0.0,15.84,5.15,99,1,0,0,slowbro,42
550,"['jynx', 'seadra', 'onix', 'charmeleon', 'butterfree', 'onix']",0.0,281.0,77.0,40.0,41.0,44.0,38.0,41.0,0,0.0,0.0,14.17,5.49,76,21,3,0,lapras,25
544,"['electabuzz', 'poliwag', 'sandslash', 'psyduck', 'mewtwo', 'meowth']",0.0,274.0,75.0,40.0,40.0,39.0,40.0,40.0,0,0.0,0.0,12.71,6.01,70,11,18,1,jynx,34
709,"['cubone', 'weedle', 'lickitung', 'venusaur', 'jigglypuff', 'growlithe']",0.0,284.0,75.0,43.0,42.0,43.0,40.0,41.0,0,0.0,0.0,9.44,2.49,100,0,0,0,slowbro,35
543,"['onix', 'voltorb', 'machoke', 'dratini', 'charmeleon', 'tauros']",0.0,282.0,75.0,41.0,42.0,40.0,42.0,42.0,0,0.0,0.0,9.26,3.3,95,2,3,0,slowbro,51
546,"['geodude', 'nidoran-f', 'omanyte', 'lickitung', 'butterfree', 'squirtle']",0.0,292.0,78.0,40.0,43.0,43.0,45.0,43.0,0,0.0,0.0,11.44,2.78,99,1,0,0,slowbro,40
715,"['lickitung', 'geodude', 'starmie', 'tentacool', 'grimer', 'golduck']",0.0,283.0,76.0,40.0,43.0,40.0,42.0,42.0,0,0.0,0.0,14.37,4.75,97,2,1,0,slowbro,39
708,"['exeggcute', 'venusaur', 'charmeleon', 'ekans', 'raticate', 'dewgong']",0.0,274.0,75.0,37.0,38.0,44.0,40.0,40.0,0,0.0,0.0,16.29,7.5,88,6,6,0,jynx,27
700,"['seaking', 'pidgeot', 'nidoran-m', 'blastoise', 'krabby', 'poliwag']",0.0,293.0,77.0,46.0,44.0,41.0,43.0,42.0,0,0.0,0.0,13.71,5.03,81,7,12,0,lapras,50
721,"['charizard', 'jolteon', 'magneton', 'nidorina', 'grimer', 'gastly']",0.0,285.0,81.0,42.0,40.0,40.0,40.0,42.0,0,0.0,0.0,17.79,6.59,43,15,42,0,lapras,33
722,"['wigglytuff', 'raticate', 'weezing', 'spearow', 'arbok', 'clefable']",0.0,282.0,78.0,40.0,41.0,42.0,41.0,40.0,0,0.0,0.0,18.81,8.44,86,7,7,0,jynx,35
724,"['nidoran-f', 'pidgey', 'kabuto', 'nidorina', 'gastly', 'weepinbell']",0.0,280.0,76.0,39.0,43.0,42.0,39.0,41.0,0,0.0,0.0,10.52,4.18,90,7,3,0,slowbro,37
725,"['rhydon', 'vulpix', 'bellsprout', 'dratini', 'nidoking', 'kakuna']",0.0,281.0,76.0,40.0,42.0,43.0,40.0,40.0,0,0.0,0.0,7.61,3.56,90,7,3,0,slowbro,34
726,"['poliwrath', 'wartortle', 'doduo', 'nidoqueen', 'clefairy', 'exeggcute']",0.0,278.0,75.0,40.0,42.0,39.0,40.0,42.0,0,0.0,0.0,16.18,6.35,70,12,18,0,lapras,36
727,"['metapod', 'poliwhirl', 'tauros', 'pinsir', 'nidoking', 'magikarp']",0.0,279.0,76.0,41.0,41.0,38.0,41.0,42.0,0,0.0,0.0,13.93,5.99,85,0,15,0,lapras,41
728,"['machamp', 'weedle', 'pikachu', 'victreebel', 'ditto', 'machamp']",0.0,277.0,76.0,41.0,39.0,41.0,41.0,39.0,0,0.0,0.0,12.35,5.2,65,12,23,0,lapras,50
729,"['exeggutor', 'gastly', 'golduck', 'pidgey', 'aerodactyl', 'venonat']",0.0,278.0,76.0,40.0,39.0,42.0,40.0,41.0,0,0.0,0.0,15.79,6.91,57,4,39,0,lapras,47
731,"['doduo', 'hypno', 'beedrill', 'dewgong', 'primeape', 'staryu']",0.0,277.0,76.0,40.0,39.0,43.0,40.0,39.0,0,0.0,0.0,18.64,7.7,87,8,5,0,jynx,39
710,"['wigglytuff', 'gastly', 'cubone', 'caterpie', 'wartortle', 'mew']",0.0,280.0,77.0,39.0,44.0,42.0,39.0,39.0,0,0.0,0.0,19.62,8.4,69,12,19,0,lapras,34
711,"['tentacruel', 'jigglypuff', 'farfetchd', 'mankey', 'ninetales', 'ponyta']",0.0,285.0,77.0,44.0,43.0,40.0,41.0,40.0,0,0.0,0.0,11.21,2.91,100,0,0,0,lapras,32
545,"['clefairy', 'exeggutor', 'mew', 'paras', 'dragonite', 'exeggcute']",0.0,279.0,76.0,41.0,41.0,41.0,39.0,41.0,0,0.0,0.0,23.53,10.52,72,5,23,0,lapras,33
716,"['scyther', 'abra', 'nidoking', 'electrode', 'golduck', 'rapidash']",0.0,280.0,77.0,39.0,40.0,41.0,42.0,41.0,0,0.0,0.0,15.28,6.54,54,3,43,0,lapras,45
689,"['flareon', 'tauros', 'squirtle', 'tauros', 'mankey', 'pidgey']",0.0,284.0,78.0,41.0,42.0,41.0,41.0,41.0,0,0.0,0.0,9.97,2.97,93,7,0,0,jynx,37
690,"['machamp', 'snorlax', 'zubat', 'hitmonlee', 'sandshrew', 'nidoqueen']",0.0,273.0,75.0,41.0,39.0,40.0,41.0,37.0,0,0.0,0.0,23.3,7.68,22,10,68,0,gengar,60
691,"['electabuzz', 'blastoise', 'mew', 'dratini', 'ditto', 'weepinbell']",0.0,276.0,76.0,39.0,42.0,40.0,40.0,39.0,0,0.0,0.0,17.71,7.17,50,19,31,0,lapras,38
692,"['wartortle', 'onix', 'bellsprout', 'golduck', 'tangela', 'dragonite']",0.0,278.0,77.0,40.0,40.0,40.0,41.0,40.0,0,0.0,0.0,12.71,3.83,93,3,4,0,jynx,47
693,"['pidgeotto', 'electrode', 'kabuto', 'golduck', 'muk', 'lickitung']",0.0,284.0,77.0,42.0,43.0,43.0,39.0,40.0,0,0.0,0.0,15.03,5.84,74,16,10,0,lapras,59
695,"['charmeleon', 'omanyte', 'fearow', 'zapdos', 'raichu', 'exeggcute']",0.0,281.0,76.0,42.0,41.0,40.0,42.0,40.0,0,0.0,0.0,17.41,5.91,39,29,31,1,machamp,25
696,"['spearow', 'aerodactyl', 'machop', 'charmeleon', 'ninetales', 'venomoth']",0.0,282.0,76.0,42.0,42.0,40.0,40.0,42.0,0,0.0,0.0,8.89,2.85,97,1,2,0,jynx,64
688,"['clefable', 'seadra', 'zubat', 'hitmonlee', 'pinsir', 'beedrill']",0.0,288.0,77.0,43.0,41.0,41.0,45.0,41.0,0,0.0,0.0,20.54,8.93,63,7,30,0,lapras,52
592,"['venusaur', 'poliwag', 'ditto', 'victreebel', 'parasect', 'drowzee']",0.0,269.0,73.0,41.0,38.0,40.0,40.0,37.0,0,0.0,0.0,14.46,5.04,90,5,5,0,lapras,36
698,"['metapod', 'shellder', 'lickitung', 'rattata', 'weezing', 'sandslash']",0.0,277.0,78.0,39.0,40.0,39.0,40.0,41.0,0,0.0,0.0,12.55,3.83,98,1,1,0,slowbro,38
566,"['venonat', 'farfetchd', 'golbat', 'venomoth', 'nidoran-f', 'venonat']",0.0,292.0,78.0,45.0,42.0,42.0,42.0,43.0,0,0.0,0.0,10.37,2.98,100,0,0,0,slowbro,48
607,"['tentacruel', 'dragonair', 'venomoth', 'golbat', 'raichu', 'ivysaur']",0.0,279.0,76.0,40.0,42.0,40.0,40.0,41.0,0,0.0,0.0,14.9,4.94,89,9,2,0,jynx,34
593,"['clefairy', 'clefairy', 'magneton', 'dugtrio', 'kabutops', 'nidorina']",0.0,285.0,76.0,42.0,42.0,41.0,42.0,42.0,0,0.0,0.0,25.77,9.4,55,10,34,1,lapras,38
701,"['arcanine', 'jynx', 'tentacruel', 'ekans', 'poliwag', 'charizard']",0.0,280.0,75.0,43.0,43.0,40.0,38.0,41.0,0,0.0,0.0,15.36,5.97,68,21,11,0,lapras,42
610,"['vaporeon', 'nidorina', 'ivysaur', 'poliwrath', 'jolteon', 'seel']",0.0,282.0,76.0,41.0,42.0,41.0,42.0,40.0,0,0.0,0.0,20.38,6.34,68,14,18,0,lapras,34
596,"['eevee', 'nidorino', 'geodude', 'pidgey', 'machoke', 'geodude']",0.0,290.0,77.0,41.0,44.0,44.0,42.0,42.0,0,0.0,0.0,7.49,2.63,98,2,0,0,slowbro,55
703,"['fearow', 'golem', 'beedrill', 'shellder', 'seaking', 'ponyta']",0.0,288.0,77.0,43.0,42.0,42.0,42.0,42.0,0,0.0,0.0,11.02,4.45,85,8,7,0,slowbro,39
704,"['kangaskhan', 'muk', 'dragonair', 'articuno', 'flareon', 'tentacool']",0.0,287.0,77.0,41.0,42.0,44.0,43.0,40.0,0,0.0,0.0,20.2,7.59,50,3,46,1,lapras,38
706,"['nidoking', 'lapras', 'zapdos', 'persian', 'nidoran-f', 'staryu']",0.0,287.0,77.0,43.0,40.0,43.0,43.0,41.0,0,0.0,0.0,20.83,4.08,2,9,87,2,gengar,65
707,"['hitmonlee', 'grimer', 'seaking', 'moltres', 'magneton', 'hitmonlee']",0.0,285.0,77.0,43.0,43.0,41.0,40.0,41.0,0,0.0,0.0,18.45,5.66,26,15,59,0,gengar,43
672,"['raticate', 'machamp', 'machamp', 'arbok', 'venonat', 'dugtrio']",0.0,284.0,75.0,43.0,43.0,41.0,40.0,42.0,0,0.0,0.0,13.05,5.81,73,2,25,0,lapras,45
563,"['clefable', 'goldeen', 'krabby', 'psyduck', 'eevee', 'magnemite']",0.0,280.0,75.0,43.0,42.0,38.0,41.0,41.0,0,0.0,0.0,14.54,4.79,96,3,1,0,slowbro,40
670,"['seaking', 'meowth', 'clefairy', 'kangaskhan', 'clefairy', 'chansey']",0.0,277.0,79.0,38.0,40.0,40.0,40.0,40.0,0,0.0,0.0,17.71,6.6,94,5,1,0,jynx,44
594,"['marowak', 'gastly', 'cloyster', 'muk', 'nidoking', 'scyther']",0.0,290.0,78.0,42.0,44.0,42.0,40.0,44.0,0,0.0,0.0,17.3,5.88,41,1,58,0,gengar,39
606,"['scyther', 'bulbasaur', 'cubone', 'jolteon', 'arcanine', 'dragonite']",0.0,278.0,75.0,42.0,40.0,40.0,40.0,41.0,0,0.0,0.0,11.32,3.9,89,9,2,0,lapras,46
595,"['poliwhirl', 'oddish', 'bulbasaur', 'starmie', 'dragonite', 'farfetchd']",0.0,290.0,77.0,42.0,43.0,46.0,43.0,39.0,0,0.0,0.0,14.63,4.93,70,18,12,0,lapras,35
597,"['kakuna', 'tauros', 'hitmonlee', 'dodrio', 'kadabra', 'vaporeon']",0.0,281.0,77.0,40.0,41.0,42.0,40.0,41.0,0,0.0,0.0,14.87,5.71,91,4,5,0,lapras,55
609,"['bellsprout', 'seel', 'ninetales', 'staryu', 'pidgeot', 'pidgey']",0.0,287.0,76.0,45.0,40.0,40.0,43.0,43.0,0,0.0,0.0,12.84,5.42,100,0,0,0,jynx,43
598,"['vileplume', 'doduo', 'magmar', 'rhydon', 'farfetchd', 'doduo']",0.0,288.0,76.0,46.0,41.0,43.0,41.0,41.0,0,0.0,0.0,10.91,6.01,74,4,22,0,lapras,34
558,"['scyther', 'electrode', 'starmie', 'slowpoke', 'growlithe', 'fearow']",0.0,284.0,77.0,41.0,43.0,40.0,40.0,43.0,0,0.0,0.0,13.14,3.34,96,2,2,0,lapras,49
600,"['scyther', 'starmie', 'arcanine', 'charmeleon', 'koffing', 'dratini']",0.0,276.0,76.0,41.0,39.0,39.0,40.0,41.0,0,0.0,0.0,12.01,3.83,95,4,1,0,slowbro,31
601,"['electrode', 'zubat', 'grimer', 'bellsprout', 'vulpix', 'chansey']",0.0,278.0,74.0,39.0,39.0,41.0,43.0,42.0,0,0.0,0.0,11.32,4.84,100,0,0,0,jynx,56
603,"['sandshrew', 'spearow', 'nidoqueen', 'vileplume', 'rhydon', 'aerodactyl']",0.0,282.0,76.0,41.0,42.0,42.0,40.0,41.0,0,0.0,0.0,13.91,6.88,62,2,36,0,lapras,49
604,"['doduo', 'magnemite', 'ditto', 'weepinbell', 'starmie', 'lickitung']",0.0,291.0,77.0,43.0,44.0,43.0,41.0,43.0,0,0.0,0.0,16.36,5.46,98,2,0,0,jynx,30
611,"['bellsprout', 'slowpoke', 'pidgey', 'bellsprout', 'poliwag', 'nidoking']",0.0,289.0,82.0,42.0,41.0,40.0,41.0,43.0,0,0.0,0.0,9.38,3.27,100,0,0,0,cloyster,48
612,"['poliwrath', 'ponyta', 'ninetales', 'ekans', 'nidoqueen', 'jolteon']",0.0,280.0,76.0,42.0,40.0,41.0,40.0,41.0,0,0.0,0.0,15.22,5.86,66,10,24,0,lapras,53
577,"['muk', 'caterpie', 'jolteon', 'persian', 'raichu', 'dodrio']",0.0,288.0,81.0,42.0,43.0,43.0,38.0,41.0,0,0.0,0.0,15.37,5.74,85,15,0,0,lapras,42
668,"['beedrill', 'snorlax', 'blastoise', 'muk', 'eevee', 'omanyte']",0.0,281.0,75.0,43.0,43.0,39.0,40.0,41.0,0,0.0,0.0,26.56,10.13,29,28,43,0,gengar,37
578,"['poliwhirl', 'rhydon', 'geodude', 'articuno', 'dratini', 'marowak']",0.0,280.0,76.0,39.0,43.0,42.0,40.0,40.0,0,0.0,0.0,12.65,5.12,86,3,10,1,lapras,63
699,"['koffing', 'dragonair', 'lapras', 'koffing', 'venusaur', 'voltorb']",0.0,289.0,78.0,40.0,42.0,42.0,44.0,43.0,0,0.0,0.0,19.44,5.99,36,31,33,0,gengar,22
582,"['raichu', 'seaking', 'rhyhorn', 'electabuzz', 'kadabra', 'wartortle']",0.0,282.0,77.0,41.0,43.0,40.0,38.0,43.0,0,0.0,0.0,11.14,3.11,93,6,1,0,lapras,47
567,"['graveler', 'charizard', 'wigglytuff', 'machamp', 'diglett', 'charizard']",0.0,289.0,76.0,40.0,45.0,43.0,43.0,42.0,0,0.0,0.0,15.93,7.23,55,9,36,0,lapras,33
583,"['arcanine', 'tangela', 'mankey', 'seaking', 'tauros', 'gyarados']",0.0,282.0,79.0,40.0,39.0,39.0,43.0,42.0,0,0.0,0.0,16.9,6.81,57,5,38,0,lapras,43
671,"['alakazam', 'metapod', 'flareon', 'snorlax', 'poliwag', 'tauros']",0.0,290.0,79.0,42.0,45.0,41.0,40.0,43.0,0,0.0,0.0,26.83,10.01,38,31,31,0,lapras,24
613,"['jynx', 'cubone', 'blastoise', 'wigglytuff', 'growlithe', 'nidoran-f']",0.0,281.0,76.0,40.0,41.0,43.0,40.0,41.0,0,0.0,0.0,14.83,5.65,71,21,8,0,lapras,57
614,"['grimer', 'dragonair', 'muk', 'pidgeot', 'seel', 'nidoking']",0.0,287.0,77.0,43.0,44.0,42.0,40.0,41.0,0,0.0,0.0,20.13,8.57,79,6,15,0,lapras,50
615,"['hitmonlee', 'dodrio', 'eevee', 'flareon', 'tentacruel', 'venomoth']",0.0,282.0,77.0,41.0,43.0,39.0,42.0,40.0,0,0.0,0.0,12.3,4.9,77,9,14,0,lapras,38
559,"['chansey', 'rhyhorn', 'lickitung', 'golduck', 'victreebel', 'onix']",0.0,285.0,77.0,42.0,42.0,44.0,41.0,39.0,0,0.0,0.0,14.67,5.49,100,0,0,0,slowbro,38
590,"['drowzee', 'wigglytuff', 'metapod', 'shellder', 'tangela', 'diglett']",0.0,282.0,77.0,41.0,40.0,42.0,40.0,42.0,0,0.0,0.0,12.27,3.68,100,0,0,0,dewgong,59
560,"['chansey', 'jigglypuff', 'dragonite', 'omanyte', 'zubat', 'zapdos']",0.0,295.0,79.0,43.0,45.0,42.0,44.0,42.0,0,0.0,0.0,16.37,8.9,81,10,9,0,lapras,59
565,"['seadra', 'kabuto', 'bellsprout', 'bulbasaur', 'drowzee', 'dratini']",0.0,287.0,78.0,43.0,43.0,41.0,41.0,41.0,0,0.0,0.0,13.02,3.96,100,0,0,0,jynx,34
