,Team,Efficiency: (Wins/avg_Time),base_total,hp,speed,attack,defense,sp_attack,sp_defense,Wins,Avg Time Win,SD Time Win,Avg Time Loss,SD Time Loss,Losses to Lorelei,Losses to Bruno,Losses to Agatha,Losses to Lance,Nemesis,Nemesis Losses
1124,"['seadra', 'dewgong', 'ponyta', 'lapras', 'tentacool', 'tentacool']",0.0,3040.0,765.0,475.0,415.0,410.0,445.0,530.0,0,0.0,0.0,29.84,8.66,76,21,3,0,jynx,31
1125,"['graveler', 'seadra', 'arcanine', 'kangaskhan', 'arcanine', 'golem']",0.037593984962406,3435.0,835.0,475.0,625.0,610.0,465.0,425.0,1,26.6,0.0,15.25,6.5,70,6,23,0,lapras,66
1126,"['muk', 'dragonair', 'electrode', 'gyarados', 'parasect', 'golduck']",0.0,3365.0,821.0,496.0,571.0,477.0,460.0,540.0,0,0.0,0.0,24.83,6.92,22,5,73,0,gengar,49
1127,"['raichu', 'seel', 'poliwhirl', 'gyarados', 'rhydon', 'clefairy']",0.0,3053.0,820.0,431.0,530.0,452.0,380.0,440.0,0,0.0,0.0,21.23,7.77,55,10,35,0,lapras,45
1128,"['grimer', 'mr-mime', 'golem', 'beedrill', 'magikarp', 'kadabra']",0.0,2785.0,685.0,450.0,410.0,400.0,405.0,435.0,0,0.0,0.0,10.26,4.29,98,0,2,0,jynx,40
1129,"['dragonite', 'krabby', 'psyduck', 'parasect', 'omanyte', 'koffing']",0.0,2855.0,666.0,315.0,521.0,538.0,430.0,385.0,0,0.0,0.0,10.16,2.83,98,2,0,0,slowbro,49
1130,"['gloom', 'gengar', 'tauros', 'porygon', 'onix', 'krabby']",1.4150943396226414,2905.0,590.0,450.0,470.0,575.0,425.0,395.0,33,23.32,3.62,15.82,5.83,21,5,28,13,gengar,24
1131,"['lickitung', 'farfetchd', 'mew', 'pidgey', 'articuno', 'nidoran-f']",0.0,2972.3,781.3,402.0,452.0,452.0,418.0,467.0,0,0.0,0.0,14.72,4.78,97,1,2,0,lapras,48
1132,"['ditto', 'rhydon', 'machamp', 'poliwhirl', 'metapod', 'seel']",0.0,2703.0,783.0,338.0,468.0,453.0,308.0,353.0,0,0.0,0.0,17.68,6.38,93,0,7,0,jynx,56
1133,"['lickitung', 'rhyhorn', 'raichu', 'hypno', 'dewgong', 'voltorb']",0.0,3013.0,805.0,432.0,433.0,455.0,408.0,480.0,0,0.0,0.0,17.25,6.56,81,18,1,0,lapras,43
1134,"['krabby', 'arcanine', 'magneton', 'ponyta', 'omastar', 'ninetales']",0.0,3265.0,723.0,490.0,526.0,550.0,536.0,440.0,0,0.0,0.0,14.04,5.39,64,16,20,0,draw,60
1135,"['farfetchd', 'hypno', 'golbat', 'koffing', 'primeape', 'vaporeon']",0.0,3145.0,807.0,442.0,508.0,440.0,456.0,492.0,0,0.0,0.0,16.17,7.11,74,8,18,0,jynx,37
1136,"['porygon', 'zubat', 'zapdos', 'exeggcute', 'hitmonlee', 'golduck']",0.1108237901736239,3010.0,745.0,437.0,467.0,431.0,460.0,470.0,3,27.07,2.49,18.24,5.53,22,10,64,1,gengar,38
1137,"['rattata', 'aerodactyl', 'jolteon', 'flareon', 'seel', 'mew']",0.0,3247.3,759.3,572.0,531.0,405.0,465.0,515.0,0,0.0,0.0,16.0,7.02,75,7,18,0,lapras,48
1138,"['venonat', 'kangaskhan', 'electrode', 'hitmonchan', 'rhydon', 'graveler']",0.0354609929078014,3125.0,795.0,466.0,560.0,544.0,315.0,445.0,1,28.2,0.0,15.98,7.05,51,2,46,0,lapras,42
1139,"['ditto', 'charizard', 'weezing', 'kadabra', 'tauros', 'oddish']",0.0,3032.0,711.0,483.0,437.0,456.0,507.0,438.0,0,0.0,0.0,19.99,8.27,68,14,18,0,lapras,38
1140,"['golduck', 'clefable', 'caterpie', 'chansey', 'slowbro', 'seel']",0.0,2953.0,990.0,345.0,337.0,386.0,420.0,475.0,0,0.0,0.0,25.19,8.97,73,15,12,0,jynx,37
1141,"['vaporeon', 'pidgeot', 'venonat', 'nidoking', 'magikarp', 'magnemite']",0.0,2849.0,759.0,451.0,377.0,417.0,445.0,400.0,0,0.0,0.0,15.2,4.75,96,2,2,0,jynx,38
1142,"['venomoth', 'venonat', 'weedle', 'drowzee', 'tentacool', 'graveler']",0.0,2513.0,685.0,362.0,368.0,365.0,318.0,415.0,0,0.0,0.0,10.43,2.88,100,0,0,0,cloyster,56
1143,"['gloom', 'dragonite', 'raticate', 'lapras', 'exeggutor', 'oddish']",0.0,3303.0,836.0,392.0,540.0,475.0,550.0,510.0,0,0.0,0.0,24.87,6.45,12,8,80,0,gengar,50
1144,"['moltres', 'jigglypuff', 'gyarados', 'articuno', 'pidgeot', 'mew']",0.1167315175097276,3553.3,927.3,507.0,565.0,494.0,525.0,535.0,3,25.7,1.35,22.05,6.99,29,3,60,5,gengar,33
1145,"['moltres', 'pinsir', 'doduo', 'growlithe', 'magmar', 'blastoise']",0.0,3275.0,749.0,511.0,588.0,467.0,500.0,460.0,0,0.0,0.0,21.31,7.12,36,3,60,1,gengar,29
1146,"['seaking', 'porygon', 'exeggcute', 'caterpie', 'krabby', 'flareon']",0.0,2725.0,705.0,338.0,487.0,430.0,380.0,385.0,0,0.0,0.0,10.75,3.28,89,8,3,0,lapras,41
1147,"['jynx', 'slowbro', 'gengar', 'rhyhorn', 'parasect', 'fearow']",1.1226494527083917,3147.0,785.0,420.0,490.0,475.0,526.0,451.0,40,35.63,4.71,25.87,7.45,22,1,31,6,gengar,32
1148,"['arbok', 'electabuzz', 'bellsprout', 'alakazam', 'moltres', 'bellsprout']",0.0,3128.0,730.0,505.0,508.0,361.0,590.0,434.0,0,0.0,0.0,9.15,2.59,98,2,0,0,lapras,40
1149,"['machamp', 'lickitung', 'marowak', 'electabuzz', 'psyduck', 'vulpix']",0.0,2934.0,753.0,385.0,471.0,440.0,415.0,470.0,0,0.0,0.0,10.92,5.05,85,3,12,0,lapras,32
1150,"['venomoth', 'jynx', 'raichu', 'parasect', 'jynx', 'parasect']",0.0,3165.0,740.0,480.0,475.0,375.0,560.0,535.0,0,0.0,0.0,16.85,7.57,62,21,17,0,lapras,42
1151,"['venomoth', 'magmar', 'snorlax', 'zubat', 'dewgong', 'poliwrath']",0.0,3225.0,875.0,438.0,510.0,422.0,455.0,525.0,0,0.0,0.0,35.03,9.5,16,8,76,0,gengar,43
1152,"['arbok', 'aerodactyl', 'vileplume', 'mew', 'grimer', 'dewgong']",0.0,3357.3,839.3,485.0,560.0,479.0,475.0,519.0,0,0.0,0.0,23.09,6.32,34,24,42,0,gengar,28
1153,"['goldeen', 'magneton', 'fearow', 'dratini', 'kadabra', 'shellder']",0.0,2742.0,631.0,458.0,411.0,425.0,461.0,356.0,0,0.0,0.0,10.49,2.69,94,5,1,0,lapras,55
1154,"['lickitung', 'dragonair', 'omastar', 'weedle', 'electabuzz', 'nidoran-f']",0.0,2770.0,741.0,381.0,394.0,434.0,430.0,390.0,0,0.0,0.0,11.52,3.25,92,7,1,0,jynx,48
1155,"['wartortle', 'jigglypuff', 'kadabra', 'venomoth', 'primeape', 'metapod']",0.0,2695.0,759.0,428.0,363.0,335.0,435.0,375.0,0,0.0,0.0,10.5,3.88,93,7,0,0,slowbro,39
1156,"['golduck', 'sandshrew', 'pinsir', 'wartortle', 'articuno', 'poliwrath']",0.0704225352112676,3305.0,794.0,453.0,555.0,568.0,430.0,505.0,2,28.4,3.11,23.33,4.6,7,0,89,2,gengar,50
1157,"['moltres', 'ivysaur', 'exeggcute', 'rhydon', 'squirtle', 'poliwrath']",0.0,3129.0,809.0,373.0,505.0,543.0,460.0,439.0,0,0.0,0.0,16.47,6.68,70,4,26,0,slowbro,25
1158,"['gastly', 'ninetales', 'raticate', 'seaking', 'diglett', 'vaporeon']",0.0,2978.0,738.0,535.0,434.0,345.0,471.0,455.0,0,0.0,0.0,17.72,6.1,60,6,32,2,lapras,31
1159,"['raticate', 'machop', 'raichu', 'venomoth', 'omastar', 'kabutops']",0.0,3153.0,745.0,497.0,521.0,485.0,475.0,430.0,0,0.0,0.0,17.87,6.58,54,13,33,0,lapras,49
1160,"['jynx', 'lapras', 'raticate', 'venonat', 'omastar', 'machoke']",0.0230414746543778,3118.0,820.0,427.0,461.0,450.0,485.0,475.0,1,43.4,0.0,25.96,6.14,6,42,51,0,machamp,33
1161,"['poliwrath', 'porygon', 'magikarp', 'seadra', 'zubat', 'cloyster']",0.0,2825.0,680.0,430.0,400.0,560.0,410.0,345.0,0,0.0,0.0,13.48,3.85,93,4,3,0,lapras,51
1162,"['dugtrio', 'diglett', 'goldeen', 'caterpie', 'ivysaur', 'primeape']",0.0,2575.0,620.0,508.0,449.0,323.0,310.0,365.0,0,0.0,0.0,7.66,3.01,96,1,3,0,slowbro,46
1163,"['tentacool', 'farfetchd', 'fearow', 'charmander', 'butterfree', 'rhyhorn']",0.0,2713.0,696.0,420.0,432.0,373.0,379.0,413.0,0,0.0,0.0,8.47,2.67,99,1,0,0,slowbro,42
1164,"['weedle', 'dodrio', 'magikarp', 'hitmonchan', 'machamp', 'abra']",0.0,2645.0,645.0,491.0,440.0,359.0,330.0,380.0,0,0.0,0.0,7.76,2.17,97,3,0,0,draw,58
1165,"['ivysaur', 'poliwag', 'raichu', 'tauros', 'jynx', 'kingler']",0.0,3120.0,715.0,570.0,512.0,433.0,445.0,445.0,0,0.0,0.0,14.26,5.53,73,14,13,0,slowbro,33
1166,"['sandslash', 'omastar', 'zapdos', 'weedle', 'vileplume', 'ekans']",0.0811359026369168,3008.0,745.0,405.0,455.0,509.0,485.0,409.0,2,24.65,2.76,17.65,5.31,26,7,63,2,gengar,49
1167,"['kangaskhan', 'flareon', 'rattata', 'electrode', 'muk', 'nidorina']",0.0,3133.0,795.0,513.0,528.0,417.0,390.0,490.0,0,0.0,0.0,13.18,5.3,71,13,16,0,lapras,48
1168,"['poliwag', 'vileplume', 'golduck', 'arbok', 'rapidash', 'venomoth']",0.0,3198.0,750.0,530.0,502.0,432.0,510.0,474.0,0,0.0,0.0,14.02,6.01,70,12,18,0,lapras,41
1169,"['fearow', 'dugtrio', 'zapdos', 'seel', 'metapod', 'porygon']",0.0,2882.0,730.0,465.0,435.0,410.0,421.0,421.0,0,0.0,0.0,13.02,5.49,62,14,23,1,lapras,42
1170,"['primeape', 'scyther', 'rhyhorn', 'moltres', 'flareon', 'diglett']",0.0,3180.0,740.0,505.0,615.0,440.0,430.0,450.0,0,0.0,0.0,9.95,4.02,88,7,5,0,jynx,32
1171,"['raticate', 'staryu', 'sandshrew', 'golbat', 'victreebel', 'psyduck']",0.0,2828.0,700.0,467.0,468.0,413.0,400.0,380.0,0,0.0,0.0,12.41,4.85,95,3,2,0,slowbro,37
1172,"['voltorb', 'weezing', 'spearow', 'ditto', 'magneton', 'jigglypuff']",0.0,2615.0,718.0,398.0,363.0,393.0,414.0,329.0,0,0.0,0.0,13.32,4.48,94,4,2,0,lapras,46
1173,"['weezing', 'charmeleon', 'dragonair', 'hitmonchan', 'cloyster', 'nidoran-f']",0.0,3080.0,699.0,427.0,515.0,584.0,425.0,430.0,0,0.0,0.0,13.76,5.59,67,14,19,0,lapras,40
1174,"['kakuna', 'gyarados', 'nidoking', 'voltorb', 'gyarados', 'venonat']",0.0,2935.0,776.0,457.0,492.0,415.0,355.0,440.0,0,0.0,0.0,20.34,5.34,16,2,82,0,gengar,44
1175,"['porygon', 'dodrio', 'wartortle', 'venusaur', 'nidoran-m', 'kadabra']",0.0,2978.0,710.0,473.0,437.0,403.0,500.0,455.0,0,0.0,0.0,10.48,3.17,94,4,2,0,jynx,42
1176,"['nidoran-m', 'cloyster', 'flareon', 'golbat', 'eevee', 'weezing']",0.0,3103.0,716.0,420.0,537.0,550.0,445.0,435.0,0,0.0,0.0,15.94,5.94,80,8,12,0,lapras,34
1177,"['sandshrew', 'gyarados', 'mewtwo', 'poliwag', 'weepinbell', 'articuno']",0.5393743257820928,3300.0,806.0,511.0,565.0,474.0,484.0,460.0,15,27.81,3.78,18.6,6.04,24,0,61,0,gengar,41
1178,"['spearow', 'voltorb', 'tauros', 'machamp', 'exeggutor', 'clefable']",0.0,3110.0,795.0,480.0,515.0,443.0,441.0,436.0,0,0.0,0.0,22.92,9.37,36,8,56,0,gengar,39
1179,"['moltres', 'vileplume', 'grimer', 'victreebel', 'parasect', 'golduck']",0.0,3300.0,825.0,380.0,572.0,478.0,560.0,485.0,0,0.0,0.0,17.76,6.44,50,21,29,0,lapras,26
1180,"['krabby', 'vulpix', 'seaking', 'venusaur', 'dragonair', 'tangela']",0.0,2964.0,714.0,423.0,489.0,488.0,440.0,410.0,0,0.0,0.0,11.39,3.22,95,4,1,0,lapras,35
1181,"['farfetchd', 'magneton', 'voltorb', 'moltres', 'ekans', 'machamp']",0.0,3055.0,717.0,460.0,500.0,444.0,493.0,441.0,0,0.0,0.0,14.39,5.8,64,15,21,0,lapras,48
1182,"['paras', 'dodrio', 'dewgong', 'vileplume', 'machoke', 'cloyster']",0.0,3160.0,750.0,400.0,555.0,570.0,450.0,435.0,0,0.0,0.0,22.42,9.31,64,19,17,0,lapras,45
1183,"['paras', 'haunter', 'tentacruel', 'psyduck', 'wigglytuff', 'nidoking']",0.1488981536628945,2975.0,791.0,435.0,444.0,365.0,505.0,435.0,5,33.58,5.18,17.58,7.72,51,2,33,9,lapras,43
1184,"['graveler', 'abra', 'golem', 'mewtwo', 'golduck', 'lapras']",0.9380863039399624,3420.0,836.0,475.0,542.0,538.0,569.0,460.0,25,26.65,2.92,20.8,5.22,11,1,57,6,gengar,25
1185,"['hypno', 'psyduck', 'nidoran-f', 'diglett', 'mankey', 'abra']",0.0,2468.0,625.0,448.0,357.0,275.0,383.0,380.0,0,0.0,0.0,7.69,2.22,99,1,0,0,jynx,60
1186,"['kabutops', 'kangaskhan', 'machamp', 'ponyta', 'clefairy', 'weezing']",0.0,3223.0,800.0,440.0,590.0,518.0,410.0,465.0,0,0.0,0.0,18.51,5.4,19,13,68,0,gengar,66
1187,"['magmar', 'butterfree', 'flareon', 'beedrill', 'vulpix', 'lickitung']",0.0,3004.0,743.0,428.0,486.0,352.0,470.0,525.0,0,0.0,0.0,12.15,3.95,87,12,1,0,lapras,53
1188,"['krabby', 'slowpoke', 'diglett', 'graveler', 'blastoise', 'doduo']",0.0,2645.0,659.0,378.0,518.0,470.0,295.0,325.0,0,0.0,0.0,11.8,3.78,92,4,3,1,lapras,30
1189,"['tentacruel', 'seadra', 'poliwag', 'kingler', 'mewtwo', 'weezing']",0.0,3410.0,761.0,570.0,545.0,555.0,534.0,445.0,0,0.0,0.0,22.44,7.63,55,6,35,4,lapras,48
1190,"['doduo', 'starmie', 'dragonite', 'goldeen', 'charmander', 'pinsir']",0.0,3069.0,695.0,513.0,568.0,458.0,415.0,420.0,0,0.0,0.0,13.87,4.31,94,2,4,0,slowbro,45
1191,"['blastoise', 'lapras', 'dragonair', 'primeape', 'fearow', 'venomoth']",0.0,3342.0,830.0,523.0,542.0,460.0,481.0,506.0,0,0.0,0.0,23.3,4.53,6,13,81,0,gengar,45
1192,"['hitmonchan', 'omanyte', 'clefairy', 'growlithe', 'drowzee', 'kingler']",0.0,2796.0,685.0,353.0,468.0,462.0,378.0,450.0,0,0.0,0.0,14.66,5.53,88,6,6,0,lapras,52
1193,"['golbat', 'squirtle', 'zubat', 'grimer', 'pikachu', 'kangaskhan']",0.0,2659.0,739.0,423.0,433.0,370.0,305.0,389.0,0,0.0,0.0,12.21,4.24,85,13,2,0,slowbro,31
1194,"['dugtrio', 'hitmonchan', 'jynx', 'pikachu', 'golem', 'exeggutor']",0.1072577761887736,3190.0,720.0,511.0,555.0,449.0,460.0,495.0,3,27.97,2.14,17.11,6.24,32,1,63,1,gengar,41
1195,"['dewgong', 'kabuto', 'golduck', 'pikachu', 'weepinbell', 'squirtle']",0.0,2864.0,704.0,428.0,455.0,433.0,435.0,409.0,0,0.0,0.0,23.0,7.39,89,10,1,0,jynx,43
1196,"['magnemite', 'primeape', 'ponyta', 'charmeleon', 'squirtle', 'weezing']",0.0,2909.0,667.0,443.0,457.0,458.0,465.0,419.0,0,0.0,0.0,12.74,5.21,76,10,14,0,lapras,45
1197,"['venomoth', 'abra', 'koffing', 'charmeleon', 'eevee', 'mr-mime']",0.0,2800.0,648.0,470.0,344.0,373.0,510.0,455.0,0,0.0,0.0,11.92,3.28,99,1,0,0,slowbro,41
1198,"['parasect', 'cloyster', 'cubone', 'cloyster', 'ponyta', 'doduo']",0.0,3005.0,655.0,400.0,535.0,665.0,400.0,350.0,0,0.0,0.0,13.97,5.37,93,4,3,0,slowbro,51
1199,"['jolteon', 'vileplume', 'abra', 'primeape', 'pikachu', 'nidorino']",0.0,2975.0,686.0,550.0,427.0,347.0,520.0,445.0,0,0.0,0.0,12.76,5.82,58,24,18,0,lapras,44
1200,"['dragonair', 'koffing', 'caterpie', 'lickitung', 'blastoise', 'alakazam']",0.0,2880.0,730.0,408.0,397.0,445.0,460.0,440.0,0,0.0,0.0,12.16,4.27,91,1,7,1,jynx,41
1201,"['mr-mime', 'electrode', 'persian', 'weezing', 'lapras', 'pidgeot']",0.0,3404.0,803.0,606.0,450.0,500.0,515.0,530.0,0,0.0,0.0,19.95,8.13,51,7,42,0,draw,43
1202,"['rapidash', 'snorlax', 'zapdos', 'metapod', 'abra', 'growlithe']",0.0,2995.0,805.0,445.0,440.0,365.0,500.0,440.0,0,0.0,0.0,22.96,10.88,34,37,29,0,draw,31
1203,"['arcanine', 'dugtrio', 'arbok', 'squirtle', 'venonat', 'weedle']",0.0,2752.0,689.0,463.0,473.0,374.0,355.0,398.0,0,0.0,0.0,9.09,1.93,99,1,0,0,slowbro,43
1204,"['articuno', 'ekans', 'diglett', 'diglett', 'rhydon', 'mewtwo']",0.0,3073.0,716.0,530.0,525.0,434.0,434.0,434.0,0,0.0,0.0,11.18,3.85,93,0,7,0,jynx,54
1205,"['dodrio', 'goldeen', 'weedle', 'articuno', 'lickitung', 'jolteon']",0.0,2985.0,750.0,498.0,447.0,425.0,410.0,455.0,0,0.0,0.0,13.0,4.58,86,5,9,0,lapras,37
1206,"['electabuzz', 'onix', 'hypno', 'mewtwo', 'seaking', 'porygon']",0.0656814449917898,3298.0,701.0,510.0,493.0,542.0,532.0,520.0,2,30.45,3.32,17.43,7.06,53,14,30,1,lapras,35
1207,"['exeggutor', 'vulpix', 'staryu', 'vileplume', 'vileplume', 'dewgong']",0.0,3134.0,763.0,405.0,441.0,460.0,565.0,500.0,0,0.0,0.0,21.45,8.11,45,24,31,0,lapras,24
1208,"['hypno', 'pidgeotto', 'arcanine', 'zubat', 'venonat', 'krabby']",0.0,2772.0,728.0,413.0,478.0,410.0,348.0,395.0,0,0.0,0.0,9.85,2.54,99,1,0,0,cloyster,52
1209,"['abra', 'persian', 'chansey', 'gengar', 'doduo', 'fearow']",0.2886964246058183,2962.0,860.0,570.0,365.0,280.0,461.0,426.0,13,45.03,11.33,22.69,12.28,50,2,34,1,lapras,34
1210,"['golem', 'rattata', 'charmeleon', 'omastar', 'koffing', 'horsea']",0.0,2793.0,668.0,377.0,435.0,543.0,435.0,335.0,0,0.0,0.0,9.61,3.39,89,4,7,0,lapras,52
1211,"['seadra', 'vulpix', 'jolteon', 'kabutops', 'golbat', 'pinsir']",0.0543478260869565,3224.0,718.0,565.0,521.0,500.0,470.0,450.0,2,36.8,7.21,22.61,6.63,39,14,44,1,lapras,36
1212,"['weepinbell', 'wigglytuff', 'jynx', 'tentacruel', 'hypno', 'drowzee']",0.0,3116.0,855.0,434.0,431.0,340.0,511.0,545.0,0,0.0,0.0,19.19,7.25,50,38,12,0,slowbro,26
1213,"['butterfree', 'machoke', 'kabutops', 'slowpoke', 'dragonite', 'paras']",0.0,3005.0,776.0,345.0,559.0,470.0,420.0,435.0,0,0.0,0.0,14.45,5.14,72,9,19,0,lapras,54
1214,"['zapdos', 'nidoran-m', 'weezing', 'tentacruel', 'voltorb', 'gengar']",1.2950647532376618,3198.0,741.0,550.0,432.0,450.0,545.0,480.0,37,28.57,3.73,20.08,5.32,5,0,56,2,gengar2,42
1215,"['bulbasaur', 'poliwag', 'parasect', 'kadabra', 'raichu', 'aerodactyl']",0.0,2933.0,685.0,540.0,454.0,349.0,465.0,440.0,0,0.0,0.0,11.2,4.63,89,6,5,0,lapras,54
1216,"['charmeleon', 'charmeleon', 'beedrill', 'lapras', 'flareon', 'sandshrew']",0.0,3075.0,786.0,430.0,538.0,411.0,435.0,475.0,0,0.0,0.0,18.48,6.51,50,23,27,0,jynx,21
1217,"['snorlax', 'hitmonchan', 'seel', 'haunter', 'machop', 'koffing']",0.5172413793103449,2880.0,790.0,346.0,485.0,419.0,385.0,455.0,21,40.6,8.94,26.65,12.32,26,7,40,6,gengar,40
1218,"['electrode', 'wigglytuff', 'mr-mime', 'wigglytuff', 'kabutops', 'nidoking']",0.0,3330.0,881.0,525.0,482.0,437.0,530.0,475.0,0,0.0,0.0,20.23,7.92,67,5,28,0,lapras,44
1219,"['zapdos', 'rattata', 'caterpie', 'clefable', 'golbat', 'farfetchd']",0.0602409638554216,2853.0,747.0,457.0,446.0,383.0,418.0,402.0,2,33.2,1.7,17.08,7.44,36,27,33,2,lapras,27
1220,"['dodrio', 'porygon', 'staryu', 'vulpix', 'gengar', 'koffing']",0.6597549481621112,2854.0,653.0,475.0,416.0,420.0,485.0,405.0,21,31.83,6.22,18.47,7.88,41,9,22,7,lapras,27
1221,"['nidoran-f', 'tangela', 'exeggcute', 'shellder', 'vaporeon', 'machoke']",0.0,2780.0,780.0,321.0,402.0,507.0,435.0,335.0,0,0.0,0.0,14.47,4.8,95,4,1,0,slowbro,45
1222,"['ninetales', 'articuno', 'mankey', 'geodude', 'ekans', 'golem']",0.0833333333333333,2983.0,718.0,405.0,531.0,514.0,366.0,449.0,2,24.0,7.92,11.25,4.49,84,1,13,0,lapras,37
1223,"['gloom', 'clefairy', 'sandslash', 'snorlax', 'ditto', 'tentacruel']",0.0,3021.0,853.0,348.0,468.0,436.0,413.0,503.0,0,0.0,0.0,27.75,9.57,29,15,56,0,gengar,37
1224,"['jolteon', 'exeggcute', 'golbat', 'moltres', 'chansey', 'gloom']",0.0,3240.0,960.0,470.0,385.0,405.0,510.0,510.0,0,0.0,0.0,17.74,8.65,78,11,8,3,jynx,39
1225,"['zubat', 'lapras', 'graveler', 'gastly', 'aerodactyl', 'kabutops']",0.0282485875706214,3000.0,755.0,470.0,510.0,460.0,415.0,390.0,1,35.4,0.0,25.54,6.39,9,7,83,0,gengar,50
1226,"['pidgeotto', 'electabuzz', 'exeggcute', 'vaporeon', 'arcanine', 'magikarp']",0.0,2954.0,788.0,486.0,398.0,417.0,460.0,405.0,0,0.0,0.0,13.68,5.35,90,10,0,0,lapras,49
1227,"['bellsprout', 'mankey', 'jolteon', 'vaporeon', 'paras', 'nidorina']",0.0,2815.0,750.0,416.0,447.0,342.0,455.0,405.0,0,0.0,0.0,12.18,3.78,95,5,0,0,lapras,36
1228,"['slowbro', 'jynx', 'cubone', 'vileplume', 'poliwrath', 'parasect']",0.0,3180.0,795.0,340.0,475.0,530.0,525.0,515.0,0,0.0,0.0,28.36,8.15,24,6,68,2,gengar,44
1229,"['raticate', 'growlithe', 'charmander', 'muk', 'graveler', 'dewgong']",0.0,2947.0,759.0,407.0,503.0,448.0,390.0,440.0,0,0.0,0.0,21.33,8.85,83,9,8,0,lapras,36
1230,"['koffing', 'oddish', 'dewgong', 'dragonite', 'pinsir', 'goldeen']",0.0,3065.0,736.0,393.0,541.0,515.0,425.0,455.0,0,0.0,0.0,22.15,8.34,32,15,53,0,gengar,43
1231,"['golbat', 'kabuto', 'wartortle', 'jynx', 'mew', 'jigglypuff']",0.0,3044.3,798.3,448.0,448.0,425.0,475.0,450.0,0,0.0,0.0,19.6,7.28,49,26,23,2,lapras,43
1232,"['muk', 'persian', 'alakazam', 'venonat', 'hitmonlee', 'bellsprout']",0.0,3010.0,745.0,487.0,505.0,348.0,440.0,485.0,0,0.0,0.0,14.82,5.01,90,6,4,0,jynx,42
1233,"['poliwrath', 'ditto', 'dragonair', 'kabutops', 'kangaskhan', 'vileplume']",0.0,3203.0,799.0,438.0,547.0,508.0,433.0,478.0,0,0.0,0.0,24.08,5.87,11,6,83,0,gengar,55
1234,"['slowbro', 'koffing', 'alakazam', 'gloom', 'vulpix', 'poliwag']",0.0,2834.0,688.0,410.0,376.0,430.0,500.0,430.0,0,0.0,0.0,18.73,6.1,79,7,14,0,lapras,56
1235,"['psyduck', 'lapras', 'parasect', 'shellder', 'dugtrio', 'ditto']",0.0,2788.0,713.0,383.0,475.0,436.0,383.0,398.0,0,0.0,0.0,19.81,6.49,58,24,17,1,slowbro,31
1236,"['beedrill', 'weezing', 'paras', 'jigglypuff', 'caterpie', 'horsea']",0.0,2440.0,715.0,315.0,395.0,370.0,340.0,305.0,0,0.0,0.0,9.11,2.9,99,1,0,0,slowbro,48
1237,"['cloyster', 'charmander', 'onix', 'gastly', 'jolteon', 'kakuna']",0.0,2674.0,529.0,480.0,347.0,553.0,440.0,325.0,0,0.0,0.0,15.37,5.66,80,3,17,0,jynx,31
1238,"['sandslash', 'rattata', 'clefairy', 'farfetchd', 'kangaskhan', 'bulbasaur']",0.0,2721.0,737.0,397.0,465.0,407.0,323.0,392.0,0,0.0,0.0,11.69,5.08,89,6,5,0,jynx,38
1239,"['dewgong', 'squirtle', 'arbok', 'arcanine', 'gloom', 'charizard']",0.0,3231.0,782.0,458.0,502.0,472.0,509.0,508.0,0,0.0,0.0,22.02,6.37,76,13,11,0,lapras,54
1240,"['dugtrio', 'golem', 'charmeleon', 'poliwrath', 'grimer', 'squirtle']",0.0,2984.0,747.0,413.0,537.0,478.0,375.0,434.0,0,0.0,0.0,13.37,5.73,67,1,32,0,lapras,29
1241,"['slowbro', 'alakazam', 'scyther', 'golbat', 'raichu', 'paras']",0.0,3225.0,750.0,510.0,505.0,445.0,520.0,495.0,0,0.0,0.0,21.76,7.97,69,8,15,8,lapras,31
1242,"['kakuna', 'poliwhirl', 'hypno', 'parasect', 'graveler', 'growlithe']",0.0,2728.0,725.0,347.0,453.0,455.0,353.0,395.0,0,0.0,0.0,11.78,3.24,99,0,1,0,slowbro,34
1243,"['cloyster', 'seadra', 'charmeleon', 'blastoise', 'raticate', 'pidgey']",0.0,3074.0,697.0,496.0,463.0,563.0,460.0,395.0,0,0.0,0.0,18.58,5.0,81,12,7,0,lapras,51
1244,"['victreebel', 'pinsir', 'kangaskhan', 'slowbro', 'jolteon', 'tentacool']",0.0,3340.0,810.0,505.0,535.0,480.0,485.0,525.0,0,0.0,0.0,21.71,5.69,22,4,74,0,gengar,47
1245,"['butterfree', 'jolteon', 'meowth', 'rattata', 'weepinbell', 'haunter']",0.1514233797698364,2768.0,665.0,542.0,381.0,305.0,495.0,380.0,5,33.02,3.91,12.59,6.36,73,7,15,0,lapras,36
1246,"['haunter', 'spearow', 'charizard', 'shellder', 'onix', 'nidoking']",0.4421221864951768,2811.0,574.0,490.0,436.0,520.0,445.0,346.0,11,24.88,2.81,13.6,5.74,45,1,36,7,lapras,37
1247,"['voltorb', 'pikachu', 'raichu', 'electrode', 'geodude', 'pikachu']",0.0,2755.0,630.0,590.0,390.0,385.0,385.0,375.0,0,0.0,0.0,8.96,3.51,89,7,4,0,lapras,41
1248,"['pikachu', 'nidoking', 'caterpie', 'ninetales', 'exeggutor', 'kabuto']",0.0,2920.0,719.0,460.0,468.0,432.0,446.0,395.0,0,0.0,0.0,14.11,6.78,72,11,17,0,lapras,58
