dragonite,psyduck,drowzee,tauros,poliwhirl,doduo
caterpie,dragonite,jynx,bulbasaur,blastoise,tauros
flareon,hitmonlee,slowpoke,exeggutor,ekans,ponyta
haunter,mr. mime,raichu,nidoran-f,abra,mankey
slowpoke,flareon,dugtrio,blastoise,ponyta,diglett
lapras,poliwrath,persian,omanyte,slowbro,eevee
slowbro,pidgey,moltres,nidoqueen,tentacool,pidgeot
gengar,poliwhirl,pinsir,magmar,ditto,aerodactyl
golbat,primeape,muk,pikachu,weezing,mew
jolteon,mewtwo,horsea,tauros,charmander,kadabra
jolteon,fearow,golem,chansey,magneton,zapdos
geodude,mankey,raichu,electabuzz,victreebel,omastar
lapras,seaking,koffing,magnemite,grimer,zapdos
venomoth,venomoth,hypno,porygon,pidgey,hitmonchan
nidoran-m,tauros,kabutops,parasect,zubat,gloom
bellsprout,muk,nidoqueen,rhydon,nidorina,parasect
weedle,gyarados,horsea,metapod,gyarados,venusaur
tentacruel,poliwrath,electrode,sandshrew,voltorb,mewtwo
venonat,sandshrew,pinsir,dragonite,clefable,golem
chansey,rhyhorn,lickitung,golduck,victreebel,onix
blastoise,pinsir,farfetch'd,persian,golduck,zapdos
rhydon,vulpix,bellsprout,dratini,nidoking,kakuna
pinsir,growlithe,poliwag,horsea,poliwrath,koffing
kabuto,cloyster,clefairy,vulpix,magnemite,koffing
slowbro,pikachu,eevee,nidoran-f,magnemite,growlithe
moltres,electrode,charizard,rhyhorn,raichu,tangela
weepinbell,weezing,machoke,nidoking,seadra,gastly
paras,exeggutor,geodude,vileplume,starmie,arbok
kangaskhan,muk,dragonair,articuno,flareon,tentacool
bulbasaur,oddish,shellder,flareon,jynx,golduck
hitmonlee,weepinbell,hypno,dragonite,dragonite,butterfree
seadra,exeggutor,alakazam,fearow,exeggcute,gengar
pikachu,weedle,poliwrath,dragonite,poliwhirl,rapidash
bellsprout,golem,onix,hypno,ekans,butterfree
hitmonchan,gengar,magneton,slowpoke,poliwag,abra
nidoking,exeggutor,kakuna,gengar,ekans,wartortle
dodrio,paras,wigglytuff,clefairy,golduck,magneton
persian,weepinbell,lickitung,kabutops,pidgey,wartortle
chansey,poliwrath,articuno,snorlax,kadabra,kingler
omastar,marowak,mewtwo,seadra,scyther,poliwag
kabutops,omastar,arbok,porygon,mew,mewtwo
dewgong,starmie,ditto,charmeleon,kakuna,charizard
golbat,golbat,porygon,flareon,ditto,poliwag
koffing,fearow,kabutops,nidoran-f,golem,dodrio
machoke,rhydon,golduck,nidorino,gloom,gloom
muk,seaking,tauros,mankey,golem,persian
jigglypuff,zubat,mr. mime,psyduck,mew,raticate
voltorb,mewtwo,exeggutor,exeggcute,jolteon,abra
starmie,omastar,doduo,weezing,aerodactyl,magikarp
bellsprout,ditto,kakuna,hitmonlee,arcanine,nidoran-f
nidoking,tauros,paras,pikachu,golduck,voltorb
venomoth,oddish,marowak,mew,dratini,arbok
poliwhirl,graveler,wigglytuff,nidoran-m,nidoran-m,ninetales
wartortle,kangaskhan,wigglytuff,zapdos,sandslash,hypno
cloyster,bellsprout,beedrill,doduo,nidoran-m,bulbasaur
venomoth,bellsprout,persian,porygon,charmander,krabby
koffing,jynx,geodude,seadra,pikachu,articuno
diglett,diglett,lickitung,goldeen,spearow,abra
pidgeot,growlithe,charizard,pikachu,cubone,machamp
omastar,slowbro,goldeen,cubone,slowpoke,hitmonchan
scyther,tentacool,oddish,dodrio,muk,metapod
dragonair,gengar,hypno,weezing,zapdos,kadabra
kakuna,tentacool,jynx,abra,eevee,tentacool
pidgeotto,victreebel,slowbro,magmar,ekans,electrode
kabuto,rapidash,drowzee,gastly,mr. mime,shellder
pinsir,nidorina,golduck,wartortle,voltorb,shellder
kakuna,gengar,magnemite,rattata,jigglypuff,jolteon
rattata,sandshrew,scyther,slowpoke,lapras,seaking
pidgeotto,raichu,rhyhorn,magnemite,tentacool,vileplume
exeggcute,farfetch'd,raichu,pidgeot,jynx,omanyte
farfetch'd,ekans,graveler,venusaur,persian,lickitung
hitmonlee,electabuzz,mankey,paras,weedle,poliwag
slowpoke,ivysaur,clefable,ditto,psyduck,zubat
graveler,mewtwo,staryu,farfetch'd,metapod,golduck
diglett,charmander,exeggutor,lickitung,mr. mime,poliwag
weepinbell,golbat,magnemite,jigglypuff,goldeen,weepinbell
poliwag,kakuna,moltres,bellsprout,omastar,pinsir
kabutops,spearow,voltorb,onix,pidgey,jynx
raichu,zapdos,poliwag,magnemite,jynx,dratini
venomoth,jynx,horsea,dratini,doduo,exeggutor
farfetch'd,flareon,rhydon,charmander,goldeen,voltorb
vaporeon,dugtrio,flareon,nidoking,bellsprout,rapidash
ditto,exeggutor,omastar,nidoran-m,eevee,pidgey
tangela,geodude,nidoran-f,pinsir,gloom,golduck
wartortle,tentacruel,caterpie,paras,flareon,tauros
diglett,poliwhirl,cloyster,grimer,cubone,squirtle
magneton,cubone,exeggcute,marowak,poliwag,scyther
growlithe,primeape,electabuzz,clefairy,goldeen,diglett
exeggutor,electrode,marowak,clefable,arbok,oddish
gyarados,mankey,rapidash,kabuto,shellder,seaking
kabutops,metapod,voltorb,jigglypuff,jolteon,psyduck
magikarp,magneton,gastly,vulpix,rhyhorn,raichu
jigglypuff,parasect,rhyhorn,ivysaur,nidorino,electrode
onix,seaking,seel,doduo,wartortle,ponyta
flareon,staryu,kadabra,sandshrew,fearow,exeggutor
nidoran-f,porygon,wartortle,arcanine,voltorb,gyarados
nidoking,pidgey,persian,persian,kabutops,bulbasaur
seaking,mankey,paras,flareon,arbok,vileplume
snorlax,victreebel,goldeen,horsea,primeape,drowzee
nidoran-f,oddish,nidoqueen,mew,mewtwo,venusaur
nidoran-f,poliwhirl,electabuzz,vulpix,omastar,tauros
kabuto,geodude,paras,pidgeotto,kangaskhan,bellsprout
jigglypuff,cloyster,nidoran-m,venomoth,pidgey,pidgeot
vaporeon,nidoqueen,mewtwo,electabuzz,onix,electabuzz
goldeen,ivysaur,charmander,growlithe,dugtrio,squirtle
goldeen,kakuna,lapras,hypno,gyarados,sandslash
pikachu,nidorina,pinsir,pidgeotto,blastoise,squirtle
mr. mime,alakazam,omanyte,lapras,machamp,magnemite
pikachu,gloom,golbat,clefable,arbok,abra
pidgey,tangela,electrode,gloom,dewgong,blastoise
alakazam,growlithe,golduck,exeggutor,koffing,jynx
nidorina,rhyhorn,mew,golbat,nidorino,moltres
kangaskhan,pinsir,golduck,slowbro,shellder,jolteon
jigglypuff,arcanine,oddish,bulbasaur,growlithe,kingler
pikachu,charmeleon,meowth,mewtwo,tauros,arbok
drowzee,wigglytuff,geodude,dratini,ivysaur,chansey
clefable,doduo,farfetch'd,primeape,nidoking,bellsprout
gloom,psyduck,alakazam,muk,charizard,seel
tentacruel,jynx,kangaskhan,pikachu,spearow,mankey
kakuna,gyarados,golem,gengar,squirtle,electrode
cubone,zapdos,wartortle,vileplume,dragonite,beedrill
seel,kabutops,hitmonlee,metapod,wigglytuff,oddish
parasect,magmar,butterfree,exeggutor,beedrill,hitmonchan
exeggcute,nidoking,dodrio,muk,marowak,dodrio
dratini,slowpoke,weezing,mankey,seel,doduo
tentacruel,nidoking,snorlax,chansey,pidgeotto,magnemite
persian,moltres,jolteon,bellsprout,poliwag,blastoise
pidgey,abra,blastoise,electabuzz,nidoran-m,jolteon
golbat,gloom,venonat,gyarados,charmander,kingler
eevee,sandshrew,omastar,weezing,jolteon,jolteon
psyduck,nidoran-f,nidoqueen,mewtwo,tauros,mewtwo
magmar,ditto,lapras,kangaskhan,omanyte,lapras
articuno,nidoqueen,ditto,rhyhorn,voltorb,dodrio
gyarados,machamp,arcanine,alakazam,charmander,ditto
abra,poliwrath,nidoking,magnemite,dragonite,charizard
drowzee,nidoqueen,voltorb,venonat,gengar,mew
gloom,koffing,tauros,jynx,victreebel,zapdos
eevee,seel,ivysaur,charizard,slowpoke,wartortle
haunter,bulbasaur,articuno,horsea,paras,machamp
charmander,clefable,rattata,omanyte,persian,hitmonlee
ninetales,mew,electrode,bulbasaur,gyarados,primeape
arcanine,gengar,haunter,pikachu,dugtrio,jigglypuff
rhydon,diglett,electrode,shellder,clefable,squirtle
aerodactyl,slowbro,wartortle,graveler,drowzee,poliwrath
ditto,zapdos,cloyster,zubat,hypno,machamp
snorlax,kabuto,weepinbell,golduck,persian,oddish
wartortle,poliwag,tauros,magnemite,mew,sandslash
mankey,raichu,farfetch'd,omanyte,alakazam,paras
fearow,flareon,jolteon,jigglypuff,golbat,weezing
farfetch'd,kangaskhan,pinsir,jolteon,growlithe,farfetch'd
exeggcute,eevee,squirtle,chansey,pinsir,electrode
kadabra,grimer,dratini,aerodactyl,sandshrew,golem
exeggutor,gloom,hypno,diglett,parasect,nidoran-f
voltorb,weezing,kangaskhan,krabby,jynx,ninetales
snorlax,slowpoke,shellder,porygon,raticate,ponyta
nidoqueen,dodrio,wartortle,venomoth,bellsprout,arcanine
nidorina,caterpie,starmie,rhyhorn,starmie,golduck
psyduck,weezing,articuno,vulpix,weepinbell,hitmonlee
dodrio,cubone,slowpoke,shellder,vaporeon,koffing
horsea,onix,ekans,grimer,alakazam,goldeen
nidoran-m,seaking,meowth,poliwhirl,seel,onix
pidgey,exeggcute,weezing,lapras,raticate,pinsir
wartortle,oddish,ekans,nidorina,jolteon,venomoth
electabuzz,gyarados,growlithe,oddish,bulbasaur,hitmonlee
farfetch'd,squirtle,nidoqueen,exeggcute,koffing,seaking
jynx,pinsir,exeggutor,machoke,rhyhorn,dewgong
abra,arbok,farfetch'd,gengar,staryu,electabuzz
machop,vaporeon,moltres,kakuna,squirtle,nidorino
jynx,metapod,rhydon,seaking,bellsprout,meowth
tangela,wigglytuff,machop,scyther,flareon,slowpoke
charmeleon,jolteon,pinsir,meowth,omanyte,metapod
graveler,moltres,beedrill,dodrio,raichu,zapdos
jigglypuff,dugtrio,grimer,kabuto,seel,abra
jynx,kakuna,articuno,rhydon,ivysaur,wigglytuff
exeggutor,weezing,kakuna,horsea,sandslash,pikachu
goldeen,vulpix,ekans,paras,zapdos,hypno
magnemite,staryu,omastar,exeggutor,vileplume,farfetch'd
graveler,dugtrio,machop,ninetales,dratini,rhyhorn
golduck,hitmonlee,gengar,omastar,raichu,jynx
fearow,kingler,clefairy,electrode,rhyhorn,weedle
doduo,ponyta,horsea,dragonite,goldeen,victreebel
horsea,seaking,squirtle,alakazam,pikachu,dugtrio
weedle,fearow,eevee,pidgey,poliwhirl,tangela
caterpie,hypno,jigglypuff,venusaur,sandshrew,blastoise
clefairy,golem,seel,poliwhirl,victreebel,charmeleon
weezing,abra,beedrill,bulbasaur,bulbasaur,caterpie
ditto,ivysaur,golduck,zubat,exeggutor,pikachu
pidgey,exeggcute,kingler,pidgey,doduo,venusaur
kabutops,dugtrio,dratini,horsea,muk,voltorb
dragonair,marowak,vileplume,omanyte,nidoran-m,machamp
kabutops,nidorina,sandshrew,weepinbell,magikarp,meowth
raichu,diglett,lapras,dewgong,dragonair,poliwrath
rhydon,weezing,electabuzz,magikarp,jigglypuff,magmar
krabby,zubat,lapras,poliwhirl,dragonite,geodude
dratini,clefairy,gyarados,porygon,raichu,electabuzz
nidoran-m,weepinbell,alakazam,kangaskhan,scyther,cloyster
scyther,nidoran-m,gyarados,charizard,caterpie,marowak
squirtle,magikarp,scyther,growlithe,sandslash,venomoth
staryu,eevee,tangela,diglett,pikachu,gloom
mankey,gyarados,seadra,zapdos,wartortle,magneton
ninetales,rhydon,pinsir,abra,tangela,sandslash
persian,goldeen,koffing,doduo,wartortle,venusaur
tentacruel,hitmonlee,kakuna,ivysaur,ninetales,vileplume
pidgey,geodude,exeggutor,lapras,spearow,muk
magikarp,butterfree,electabuzz,flareon,haunter,rhydon
dragonair,mewtwo,rhydon,exeggutor,geodude,venusaur
arbok,marowak,arbok,gloom,nidoqueen,zapdos
sandshrew,gyarados,dragonair,dugtrio,omastar,ditto
rhydon,mr. mime,seaking,magikarp,geodude,charmeleon
nidoran-f,venomoth,machamp,weezing,rattata,caterpie
sandslash,mr. mime,clefable,bulbasaur,poliwrath,magneton
geodude,growlithe,charmander,geodude,charizard,pidgeotto
gyarados,caterpie,weezing,vulpix,lickitung,psyduck
vulpix,tauros,snorlax,haunter,gyarados,voltorb
dratini,machop,clefairy,bulbasaur,poliwag,arcanine
persian,kakuna,vaporeon,seaking,diglett,horsea
ditto,poliwhirl,exeggcute,mew,kabuto,cubone
scyther,horsea,zapdos,flareon,golem,chansey
kingler,arcanine,raticate,primeape,seadra,venonat
mewtwo,kabutops,alakazam,krabby,pidgeot,pinsir
machop,dragonair,seadra,hypno,slowpoke,drowzee
gastly,venusaur,squirtle,magmar,golduck,dratini
sandslash,zubat,gastly,oddish,venusaur,machop
zapdos,dodrio,ditto,machamp,arbok,seadra
weepinbell,dratini,caterpie,tauros,kabuto,ivysaur
tentacool,ditto,fearow,arbok,horsea,metapod
dugtrio,metapod,parasect,scyther,kingler,kakuna
tentacool,venonat,charmeleon,tangela,diglett,dragonair
caterpie,haunter,onix,doduo,slowpoke,golbat
ekans,machop,seadra,onix,krabby,haunter
drowzee,mr. mime,mewtwo,growlithe,machamp,dewgong
venonat,weepinbell,flareon,slowpoke,charizard,charmeleon
growlithe,zapdos,golduck,pinsir,voltorb,clefable
grimer,machoke,aerodactyl,weepinbell,articuno,omastar
shellder,omanyte,blastoise,pidgeot,magikarp,seadra
weepinbell,kakuna,nidoking,chansey,pidgey,nidoking
onix,blastoise,hitmonlee,jynx,starmie,kadabra
hitmonchan,grimer,dratini,cubone,raichu,omanyte
doduo,gastly,magmar,dragonair,zubat,ditto
metapod,ninetales,mew,farfetch'd,metapod,vulpix
dodrio,gloom,weepinbell,drowzee,seaking,dugtrio
lickitung,wigglytuff,gastly,parasect,nidoran-m,venomoth
hitmonlee,ponyta,poliwag,weepinbell,haunter,vulpix
exeggcute,oddish,graveler,oddish,kakuna,weepinbell
seaking,growlithe,gloom,dewgong,arcanine,primeape
venusaur,clefable,moltres,slowbro,scyther,seaking
exeggutor,fearow,gloom,machamp,mewtwo,blastoise
nidorino,gloom,venonat,dewgong,squirtle,beedrill
doduo,nidoran-m,weezing,machop,nidoking,butterfree
seadra,meowth,horsea,eevee,slowbro,dodrio
vaporeon,onix,weedle,farfetch'd,seel,jynx
machop,jigglypuff,paras,moltres,paras,ivysaur
hitmonchan,nidoran-f,charmeleon,jynx,kabuto,primeape
raichu,hitmonlee,wigglytuff,geodude,ponyta,seadra
venomoth,exeggcute,dragonair,ivysaur,paras,nidorino
electabuzz,ninetales,arcanine,weedle,spearow,starmie
dratini,snorlax,bellsprout,dragonair,kadabra,geodude
scyther,jigglypuff,venusaur,hypno,arcanine,growlithe
staryu,raichu,weepinbell,vulpix,cloyster,electabuzz
rhydon,ekans,machoke,voltorb,arbok,geodude
hitmonchan,diglett,hitmonlee,ekans,onix,snorlax
magnemite,vaporeon,pidgeotto,raichu,krabby,muk
primeape,tentacool,machop,vaporeon,geodude,mew
venomoth,tentacruel,spearow,koffing,magnemite,victreebel
persian,tangela,nidoqueen,bellsprout,venusaur,lickitung
vaporeon,butterfree,wartortle,raticate,onix,vaporeon
mankey,tauros,rhyhorn,nidoran-f,golduck,golduck
golem,machop,primeape,nidorina,staryu,omanyte
lickitung,exeggutor,zubat,rattata,tangela,electrode
caterpie,jynx,tauros,raticate,charmander,scyther
weezing,graveler,meowth,rattata,primeape,seadra
fearow,arcanine,jynx,jynx,gloom,zapdos
voltorb,parasect,nidoking,arbok,golem,wigglytuff
psyduck,golduck,abra,metapod,electabuzz,gyarados
butterfree,pidgey,staryu,grimer,venomoth,blastoise
poliwrath,cloyster,moltres,bulbasaur,drowzee,growlithe
grimer,fearow,parasect,seadra,krabby,squirtle
rapidash,hypno,dewgong,jynx,vaporeon,machoke
kakuna,poliwag,haunter,primeape,lapras,seel
primeape,scyther,ninetales,rhydon,weezing,ponyta
cloyster,arbok,blastoise,slowbro,pidgeot,seaking
charmeleon,magneton,slowbro,gengar,krabby,venonat
sandshrew,beedrill,blastoise,slowpoke,nidoqueen,snorlax
raticate,porygon,goldeen,kakuna,hitmonlee,cubone
clefable,farfetch'd,kangaskhan,rhyhorn,onix,bulbasaur
golduck,rapidash,rattata,nidoran-m,growlithe,persian
snorlax,hitmonlee,golem,kangaskhan,nidoking,scyther
electabuzz,graveler,abra,porygon,scyther,machamp
porygon,haunter,oddish,diglett,victreebel,horsea
psyduck,koffing,poliwhirl,goldeen,meowth,vulpix
nidoran-m,bulbasaur,rhyhorn,krabby,squirtle,lapras
raticate,pinsir,blastoise,ditto,pinsir,persian
mr. mime,magmar,ninetales,marowak,growlithe,pikachu
nidoran-m,victreebel,marowak,machoke,hypno,alakazam
poliwag,growlithe,cloyster,rattata,butterfree,nidoran-f
squirtle,machoke,bellsprout,meowth,voltorb,aerodactyl
rhydon,jolteon,nidorina,grimer,poliwag,muk
ponyta,mew,weezing,electrode,squirtle,golduck
dodrio,krabby,oddish,cubone,poliwrath,gastly
krabby,kingler,caterpie,poliwag,lickitung,starmie
clefairy,magmar,staryu,paras,haunter,articuno
spearow,zapdos,krabby,nidoran-m,magneton,bulbasaur
primeape,machamp,seadra,poliwhirl,metapod,dratini
mewtwo,cloyster,vaporeon,machamp,cloyster,drowzee
jigglypuff,wigglytuff,poliwag,machop,grimer,kadabra
kakuna,omanyte,caterpie,alakazam,psyduck,flareon
kingler,beedrill,dewgong,ninetales,eevee,victreebel
mankey,primeape,sandshrew,articuno,jynx,venomoth
arbok,machamp,pidgey,nidoran-m,raichu,vaporeon
arbok,slowpoke,goldeen,nidoran-m,aerodactyl,paras
kadabra,rattata,golduck,eevee,pidgey,charmander
sandshrew,moltres,zapdos,magmar,bulbasaur,nidoran-f
pikachu,tentacruel,eevee,ninetales,metapod,goldeen
tentacruel,weedle,pikachu,nidorino,dodrio,weezing
poliwhirl,arbok,nidorina,oddish,metapod,scyther
porygon,charmander,nidorina,omastar,grimer,seaking
electabuzz,oddish,victreebel,ekans,snorlax,farfetch'd
abra,growlithe,exeggcute,rattata,poliwrath,hitmonchan
charizard,nidoking,kangaskhan,arcanine,magneton,voltorb
staryu,venomoth,jigglypuff,flareon,dodrio,kingler
mewtwo,exeggcute,goldeen,tentacruel,vileplume,geodude
diglett,hypno,weedle,goldeen,tauros,snorlax
weedle,machoke,magmar,haunter,rattata,pikachu
diglett,vulpix,exeggutor,moltres,gengar,kangaskhan
machoke,kingler,rhydon,kingler,cloyster,dratini
kabutops,weepinbell,psyduck,rhyhorn,seaking,tentacruel
pidgey,venusaur,goldeen,charizard,snorlax,koffing
wigglytuff,machoke,dratini,alakazam,magneton,marowak
cubone,mew,hitmonchan,muk,starmie,persian
vileplume,clefable,wartortle,vileplume,paras,machamp
vileplume,kingler,kingler,arbok,charizard,dugtrio
horsea,krabby,farfetch'd,eevee,primeape,charmander
pinsir,venusaur,arbok,metapod,lickitung,tentacruel
wigglytuff,poliwhirl,marowak,vulpix,staryu,rhydon
krabby,metapod,magmar,tentacruel,abra,porygon
ekans,venomoth,slowpoke,ditto,staryu,seaking
gyarados,muk,weepinbell,flareon,krabby,lickitung
jynx,nidoran-m,haunter,zapdos,omastar,exeggcute
rhydon,lickitung,golbat,pidgeotto,exeggcute,aerodactyl
raticate,rapidash,kadabra,charmeleon,chansey,lickitung
nidorina,tauros,jynx,aerodactyl,nidorino,bulbasaur
oddish,marowak,kingler,horsea,ninetales,clefable
spearow,nidoran-m,pikachu,rattata,machoke,omastar
bulbasaur,butterfree,pikachu,tentacool,ekans,nidoran-m
haunter,rattata,oddish,hitmonchan,krabby,poliwhirl
rhyhorn,golem,magneton,squirtle,goldeen,abra
growlithe,hypno,hitmonchan,mew,jigglypuff,dragonite
shellder,seaking,poliwrath,pikachu,clefairy,cloyster
voltorb,gastly,dratini,cubone,seadra,victreebel
vileplume,staryu,nidorina,slowpoke,dewgong,ponyta
slowbro,blastoise,horsea,vileplume,magneton,nidoking
bellsprout,meowth,zubat,moltres,seaking,jigglypuff
gengar,porygon,parasect,vileplume,muk,magnemite
rhydon,starmie,bulbasaur,goldeen,venonat,nidorino
gloom,nidorino,bulbasaur,ekans,pidgeotto,dodrio
charmeleon,sandslash,squirtle,nidorina,parasect,magmar
magnemite,tentacool,pidgeot,hitmonlee,aerodactyl,charizard
lickitung,exeggcute,moltres,kadabra,growlithe,nidoking
dragonair,krabby,rhyhorn,fearow,machop,geodude
seaking,vulpix,flareon,sandslash,zubat,voltorb
charmeleon,nidorina,mew,rhyhorn,geodude,machamp
zapdos,seadra,clefable,diglett,scyther,paras
scyther,aerodactyl,seel,venusaur,venusaur,abra
fearow,doduo,exeggutor,geodude,diglett,rattata
poliwag,haunter,tangela,lapras,voltorb,shellder
pidgeotto,tentacruel,pidgey,golduck,beedrill,mewtwo
charmander,bulbasaur,tentacruel,golduck,poliwhirl,koffing
vileplume,kakuna,golbat,rhydon,machop,electrode
hitmonlee,nidorina,spearow,venonat,mew,ekans
diglett,poliwrath,hitmonlee,paras,moltres,gastly
marowak,rattata,dragonair,blastoise,weezing,venonat
vulpix,persian,blastoise,raichu,pinsir,nidorino
arbok,kakuna,rhyhorn,pidgeotto,lapras,flareon
dugtrio,farfetch'd,persian,weedle,psyduck,cloyster
eevee,mr. mime,hitmonlee,electrode,oddish,nidoran-m
moltres,butterfree,horsea,nidorina,pidgey,staryu
marowak,pinsir,victreebel,ivysaur,butterfree,gloom
rattata,nidorino,onix,ponyta,zapdos,haunter
butterfree,electabuzz,blastoise,bellsprout,mew,venomoth
mew,tentacruel,charizard,kakuna,farfetch'd,rapidash
drowzee,mr. mime,pikachu,dugtrio,machamp,rhyhorn
goldeen,mr. mime,wartortle,weezing,diglett,venusaur
poliwrath,slowpoke,mewtwo,dugtrio,zapdos,arcanine
pidgeot,starmie,poliwrath,goldeen,chansey,tauros
nidoqueen,tentacool,golem,nidorino,rhydon,jigglypuff
arcanine,persian,horsea,poliwhirl,pinsir,electrode
poliwhirl,omanyte,pikachu,dragonite,magmar,poliwhirl
wigglytuff,oddish,gastly,jynx,gengar,graveler
pikachu,oddish,flareon,pidgeot,charmander,exeggutor
dugtrio,zubat,pinsir,kangaskhan,hypno,fearow
pidgeotto,ekans,graveler,golduck,dewgong,jolteon
ponyta,exeggcute,spearow,poliwhirl,raichu,weedle
kangaskhan,tangela,zapdos,tentacool,poliwhirl,pikachu
voltorb,jolteon,golduck,rhydon,golduck,jolteon
mewtwo,raichu,victreebel,golduck,metapod,shellder
gengar,wartortle,sandslash,graveler,machop,raticate
machop,sandslash,weedle,nidorina,aerodactyl,poliwag
electabuzz,hypno,haunter,muk,beedrill,slowpoke
diglett,horsea,scyther,raichu,rattata,venonat
staryu,alakazam,geodude,lapras,magmar,gengar
nidoran-m,tauros,zapdos,charmander,shellder,golduck
hitmonlee,zapdos,rhyhorn,kakuna,rapidash,caterpie
golduck,primeape,machamp,golduck,dugtrio,gyarados
dugtrio,nidoqueen,goldeen,marowak,charizard,dragonair
nidorino,clefable,clefable,magmar,blastoise,aerodactyl
cloyster,bulbasaur,paras,nidoqueen,nidoran-m,dragonair
scyther,starmie,staryu,poliwag,machop,ditto
machamp,tangela,blastoise,porygon,drowzee,golbat
nidoran-m,koffing,gyarados,spearow,sandslash,slowbro
exeggcute,magnemite,blastoise,exeggcute,hypno,articuno
poliwrath,pinsir,butterfree,kabuto,blastoise,vileplume
kingler,electrode,dodrio,growlithe,machoke,geodude
starmie,pidgeotto,nidorino,goldeen,clefairy,nidoking
mew,golem,gastly,gastly,poliwhirl,haunter
magneton,ninetales,magikarp,magnemite,cloyster,arcanine
rattata,vulpix,nidoran-m,kangaskhan,omanyte,butterfree
staryu,eevee,exeggutor,nidorino,flareon,pikachu
alakazam,nidoran-m,golem,spearow,koffing,kangaskhan
dragonite,pidgey,ditto,articuno,venomoth,magneton
muk,venusaur,zubat,exeggcute,magikarp,vulpix
exeggcute,shellder,psyduck,pinsir,mankey,poliwag
rhyhorn,porygon,grimer,spearow,ivysaur,venusaur
fearow,rapidash,nidoran-f,kadabra,zapdos,pinsir
kabutops,nidorina,growlithe,ekans,raichu,starmie
sandshrew,kabuto,bellsprout,pidgey,seaking,dratini
slowpoke,zapdos,krabby,charmeleon,aerodactyl,butterfree
magnemite,eevee,seel,goldeen,jigglypuff,caterpie
jolteon,voltorb,magikarp,poliwag,raichu,moltres
blastoise,slowbro,squirtle,charmeleon,clefable,clefairy
charizard,nidoran-m,charmeleon,nidoran-f,articuno,golduck
aerodactyl,nidoqueen,graveler,scyther,nidorino,ivysaur
bulbasaur,growlithe,shellder,hypno,lapras,nidoran-m
pidgey,shellder,meowth,arbok,oddish,dodrio
poliwrath,lickitung,machoke,abra,jynx,jolteon
jigglypuff,psyduck,mankey,staryu,marowak,poliwag
moltres,lapras,nidoqueen,haunter,cloyster,pikachu
wigglytuff,magneton,mewtwo,mewtwo,dragonite,rattata
pinsir,jynx,ditto,nidorino,machamp,dragonair
pidgeotto,arbok,rhyhorn,rapidash,venonat,rapidash
magmar,eevee,kingler,gengar,chansey,raichu
porygon,onix,golduck,pidgeotto,chansey,goldeen
magneton,goldeen,kabutops,tauros,horsea,starmie
staryu,alakazam,hitmonchan,snorlax,kabuto,seel
cubone,poliwag,spearow,sandshrew,tangela,rhydon
raichu,kadabra,koffing,lickitung,articuno,weepinbell
golduck,grimer,ninetales,tauros,starmie,moltres
wartortle,lapras,nidoran-f,bulbasaur,nidorina,diglett
weezing,graveler,lickitung,staryu,moltres,charmander
weepinbell,meowth,squirtle,lickitung,growlithe,rhydon
magmar,tangela,paras,vulpix,ponyta,dratini
electrode,pidgeot,tangela,poliwrath,venonat,snorlax
ponyta,weepinbell,persian,magikarp,magneton,doduo
marowak,mankey,spearow,clefable,farfetch'd,clefairy
jolteon,koffing,kabutops,haunter,raticate,hypno
moltres,venonat,zapdos,mewtwo,kadabra,hypno
venonat,weepinbell,charmander,gloom,golem,starmie
chansey,tentacruel,poliwag,magneton,charizard,seel
exeggcute,rattata,kingler,fearow,exeggutor,scyther
lapras,mr. mime,starmie,poliwag,drowzee,squirtle
nidoking,dewgong,hitmonlee,slowpoke,caterpie,venomoth
grimer,golbat,dragonair,beedrill,charmeleon,golduck
wigglytuff,tangela,machop,tentacool,clefable,arbok
lapras,poliwhirl,nidoran-f,mewtwo,golduck,poliwag
pinsir,parasect,rattata,arbok,ponyta,goldeen
seel,zapdos,lapras,electrode,krabby,rattata
krabby,dodrio,clefable,kadabra,exeggutor,magneton
pidgeotto,vileplume,omanyte,squirtle,electabuzz,dodrio
arbok,electrode,persian,dragonair,ivysaur,gyarados
golem,growlithe,gyarados,vaporeon,onix,arcanine
shellder,scyther,dodrio,graveler,cubone,venusaur
dragonair,weezing,omanyte,venonat,wigglytuff,porygon
poliwag,wartortle,zubat,beedrill,kadabra,koffing
ninetales,slowpoke,nidorina,lickitung,omastar,flareon
sandslash,beedrill,poliwhirl,dragonair,mr. mime,arcanine
pidgey,raichu,moltres,omanyte,magneton,butterfree
weedle,pidgeotto,ivysaur,tangela,arcanine,weepinbell
goldeen,beedrill,squirtle,cloyster,chansey,magikarp
starmie,primeape,oddish,metapod,charmeleon,dugtrio
vileplume,starmie,golem,mew,nidoqueen,bellsprout
bellsprout,sandshrew,scyther,tauros,nidoqueen,abra
nidoqueen,raticate,staryu,machoke,weepinbell,chansey
bulbasaur,porygon,gloom,nidoran-f,dratini,sandshrew
pinsir,hypno,hitmonchan,nidoqueen,vaporeon,dodrio
beedrill,electrode,goldeen,dragonair,bulbasaur,bellsprout
raticate,beedrill,kingler,blastoise,slowbro,farfetch'd
abra,koffing,venusaur,venusaur,seel,rapidash
seadra,ekans,magneton,dragonair,seaking,doduo
primeape,hitmonchan,vaporeon,poliwhirl,magikarp,charmeleon
